country,Timestamp,GHI,DNI,DHI,RH,WS
benin,2021-10-28 07:00:00,0.0,0.0,0.0,98.43833,1.8266666
benin,2021-10-28 08:00:00,0.0,0.0,0.010000001,97.82333,2.1966667
benin,2021-10-28 09:00:00,0.0,0.0,0.0,98.17333,2.09
benin,2021-10-28 10:00:00,0.0,0.0,0.0,98.72204,1.2847458
benin,2021-10-28 11:00:00,0.0,0.0,0.0,98.442856,1.1946429
benin,2021-10-28 12:00:00,4.2327275,0.0,4.2272725,98.57455,0.7327272
benin,2021-10-28 13:00:00,65.387276,17.832727,59.614548,97.9491,0.69818187
benin,2021-10-28 14:00:00,228.4931,103.87759,183.4362,93.703445,1.2189654
benin,2021-10-28 15:00:00,265.1,9.28983,257.9305,89.496605,1.6338984
benin,2021-10-28 16:00:00,386.41666,12.4,373.51666,85.03333,2.3783333
benin,2021-10-28 17:00:00,757.2783,337.35,427.73666,84.28833,2.5316665
benin,2021-10-28 18:00:00,794.9528,385.96603,400.86224,75.56415,2.9924529
benin,2021-10-28 19:00:00,898.1509,588.0175,301.81927,70.86667,3.7245615
benin,2021-10-28 20:00:00,856.0417,682.27167,214.985,66.51667,3.1216667
benin,2021-10-28 21:00:00,795.44336,780.845,164.41501,62.88,3.1066666
benin,2021-10-28 22:00:00,582.325,747.0767,116.28166,62.456665,2.7483332
benin,2021-10-28 23:00:00,277.37,446.27167,84.825,61.963333,1.3783333
benin,2021-10-29 00:00:00,67.72,162.27167,41.92,67.625,0.6633333
benin,2021-10-29 01:00:00,1.0333333,0.15833333,0.98499995,77.560005,2.095
benin,2021-10-29 02:00:00,0.0,0.0,0.0,82.51667,1.6183333
benin,2021-10-29 03:00:00,0.0,0.0,0.0,88.21834,0.255
benin,2021-10-29 04:00:00,0.0,0.0,0.0,91.316666,0.0
benin,2021-10-29 05:00:00,0.0,0.0,0.0,91.5,0.0050000004
benin,2021-10-29 06:00:00,0.0,0.0,0.0,91.18833,0.465
benin,2021-10-29 07:00:00,0.0,0.0,0.0,89.255,0.111666664
benin,2021-10-29 08:00:00,0.0,0.0,0.0,92.35423,0.037288137
benin,2021-10-29 09:00:00,0.0,0.0,0.0,94.69661,0.30338982
benin,2021-10-29 10:00:00,0.0,0.0,0.0,96.13167,1.5433333
benin,2021-10-29 11:00:00,0.0,0.0,0.0,97.58135,0.18644068
benin,2021-10-29 12:00:00,2.1462963,0.6462963,2.088889,98.64815,0.6259259
